Date,Close,RSI,rsi_signal,rsi_position
2020-01-15,0.23289500176906586,65.56466360775812,0,0
2020-01-16,0.2285739928483963,61.90905652001321,0,0
2020-01-17,0.23877599835395813,66.63859801958563,0,0
2020-01-18,0.24328599870204926,68.5005804020832,0,0
2020-01-19,0.23558500409126282,62.1245622690392,0,0
2020-01-20,0.2332960069179535,60.32713585585236,0,0
2020-01-21,0.23716600239276886,62.31247749248098,0,0
2020-01-22,0.23605599999427795,61.36394306734421,0,0
2020-01-23,0.2261040061712265,53.500594138338556,0,0
2020-01-24,0.22304099798202515,51.32082421790823,0,0
2020-01-25,0.220427006483078,49.46848156761172,0,0
2020-01-26,0.2306859940290451,56.156773568513536,0,0
2020-01-27,0.231222003698349,56.48087862038258,0,0
2020-01-28,0.23848800361156464,60.71987990763982,0,0
2020-01-29,0.23573000729084015,58.39478610143784,0,0
2020-01-30,0.24364200234413147,62.79603392168404,0,0
2020-01-31,0.23923300206661224,59.047443707245364,0,0
2020-02-01,0.24145500361919403,60.33260703827985,0,0
2020-02-02,0.25073400139808655,65.23849154359868,0,0
2020-02-03,0.254626989364624,67.0781394325155,0,0
2020-02-04,0.26680800318717957,72.06054504369429,1,1
2020-02-05,0.2774679958820343,75.548131023893,0,1
2020-02-06,0.2822139859199524,76.92892661813671,0,1
2020-02-07,0.2792840003967285,74.1452177482266,0,1
2020-02-08,0.2772429883480072,72.1856960965614,0,1
2020-02-09,0.28245699405670166,74.07092691491424,0,1
2020-02-10,0.2740800082683563,66.29618738419049,0,1
2020-02-11,0.2801409959793091,68.84428520565781,0,1
2020-02-12,0.3043929934501648,76.50010604618431,0,1
2020-02-13,0.3267059922218323,81.10138983226169,0,1
2020-02-14,0.33482199907302856,82.44761699968531,0,1
2020-02-15,0.30623599886894226,64.90919938111469,0,1
2020-02-16,0.2950339913368225,59.56219946408259,0,1
2020-02-17,0.28657200932502747,55.82139077376783,0,1
2020-02-18,0.2979130148887634,59.49325230860736,0,1
2020-02-19,0.2776019871234894,51.27393210920882,0,1
2020-02-20,0.2723959982395172,49.390426220194506,0,1
2020-02-21,0.2749379873275757,50.34949370782937,0,1
2020-02-22,0.2759009897708893,50.730413724576515,0,1
2020-02-23,0.282710999250412,53.45018914635901,0,1
2020-02-24,0.2706269919872284,48.349869657671334,0,1
2020-02-25,0.25341200828552246,42.175548741314294,0,1
2020-02-26,0.23085099458694458,35.73498136746994,0,1
2020-02-27,0.2371159940958023,38.54165158629719,0,1
2020-02-28,0.23629599809646606,38.30584433080113,0,1
2020-02-29,0.23119300603866577,36.797024488981904,0,1
2020-03-01,0.2288459986448288,36.09286990304262,0,1
2020-03-02,0.2387470006942749,41.20438473847137,0,1
2020-03-03,0.23438100516796112,39.69658963781337,0,1
2020-03-04,0.2345300018787384,39.77758034165552,0,1
2020-03-05,0.23958200216293335,42.592915842094634,0,1
2020-03-06,0.24408799409866333,45.05993679287924,0,1
2020-03-07,0.2370709925889969,42.030787232009416,0,1
2020-03-08,0.20690399408340454,32.05422992667411,0,1
2020-03-09,0.20918099582195282,33.34038089394264,0,1
2020-03-10,0.2122350037097931,35.1144438618978,0,1
2020-03-11,0.2080959975719452,33.80148074009682,0,1
2020-03-12,0.13963499665260315,20.288549075912215,-1,0
2020-03-13,0.15935200452804565,29.081881806692266,0,0
2020-03-14,0.14729200303554535,27.111808799921178,0,0
2020-03-15,0.15390199422836304,29.91419561030372,0,0
2020-03-16,0.14106300473213196,27.687459928031515,0,0
2020-03-17,0.1445239931344986,29.21704629627466,0,0
2020-03-18,0.14309999346733093,28.945752626075247,0,0
2020-03-19,0.16503700613975525,38.430414703983935,0,0
2020-03-20,0.15686799585819244,36.47771233665451,0,0
2020-03-21,0.15817900002002716,37.0306920678646,0,0
2020-03-22,0.15021400153636932,35.03518266087865,0,0
2020-03-23,0.15741899609565735,38.27546193065339,0,0
2020-03-24,0.16225500404834747,40.423381919652904,0,0
2020-03-25,0.16163299977779388,40.229473954749224,0,0
2020-03-26,0.17501899600028992,46.209593240266955,0,0
2020-03-27,0.17619499564170837,46.713995588575,0,0
2020-03-28,0.17578299343585968,46.549307370693256,0,0
2020-03-29,0.1638289988040924,41.93036679705602,0,0
2020-03-30,0.1721709966659546,45.960178539792345,0,0
2020-03-31,0.17456300556659698,47.09393183640883,0,0
2020-04-01,0.1753229945898056,47.471011324313025,0,0
2020-04-02,0.1786399930715561,49.17371254078729,0,0
2020-04-03,0.17946699261665344,49.61225236041628,0,0
2020-04-04,0.18173199892044067,50.86274282284128,0,0
2020-04-05,0.17940600216388702,49.5040522514224,0,0
2020-04-06,0.1955060064792633,57.8892825850652,0,0
2020-04-07,0.19209299981594086,55.77485532875109,0,0
2020-04-08,0.20086899399757385,59.83707826390247,0,0
2020-04-09,0.19825699925422668,58.125786771434505,0,0
2020-04-10,0.18746399879455566,51.563561988312614,0,0
2020-04-11,0.18806299567222595,51.8882011436763,0,0
2020-04-12,0.19013500213623047,53.0601841489274,0,0
2020-04-13,0.18773199617862701,51.49353813759149,0,0
2020-04-14,0.18533499538898468,49.91049759662563,0,0
2020-04-15,0.18127000331878662,47.25721425857464,0,0
2020-04-16,0.19010399281978607,53.09314231959407,0,0
2020-04-18,0.194924995303154,55.95723211360063,0,0
2020-04-19,0.19085900485515594,53.0170160088196,0,0
2020-04-20,0.18348999321460724,48.08566180855425,0,0
2020-04-21,0.18432800471782684,48.67037704667808,0,0
2020-04-22,0.18796999752521515,51.24070362433513,0,0
2020-04-23,0.19171099364757538,53.79985753250615,0,0
2020-04-24,0.19366499781608582,55.1247148470688,0,0
2020-04-25,0.19505399465560913,56.08868305370147,0,0
2020-04-26,0.19680500030517578,57.332965352093275,0,0
2020-04-27,0.19797800481319427,58.18772319531204,0,0
2020-04-28,0.21548399329185486,68.37135806040806,0,0
2020-04-29,0.2274319976568222,73.17370110063416,1,1
2020-04-30,0.21276099979877472,60.93844728129854,0,1
2020-05-01,0.2192479968070984,63.81919307835658,0,1
2020-05-02,0.2239139974117279,65.77439810490833,0,1
2020-05-03,0.21941399574279785,62.278911535714855,0,1
2020-05-04,0.21896299719810486,61.92372623348651,0,1
2020-05-05,0.21646299958229065,59.88489897620765,0,1
2020-05-06,0.21521000564098358,58.83925326276623,0,1
2020-05-07,0.21891699731349945,61.00843164227565,0,1
2020-05-08,0.21982699632644653,61.54420098053127,0,1
2020-05-09,0.2169020026922226,58.74983988558529,0,1
2020-05-10,0.19817599654197693,44.74336244075812,0,1
2020-05-11,0.19406400620937347,42.355425289055994,0,1
2020-05-12,0.19763700664043427,45.097336307982175,0,1
2020-05-13,0.20148000121116638,47.964271916150686,0,1
2020-05-14,0.20312899351119995,49.1903117861516,0,1
2020-05-15,0.19891099631786346,46.192225119613305,0,1
2020-05-16,0.20003199577331543,47.11476018858901,0,1
2020-05-17,0.20125499367713928,48.15903764041775,0,1
2020-05-18,0.2051759958267212,51.46781337971277,0,1
2020-05-19,0.20402799546718597,50.45248513458479,0,1
2020-05-20,0.20170700550079346,48.374680171385606,0,1
2020-05-21,0.19550900161266327,43.25205870913628,0,1
2020-05-22,0.20034299790859222,47.887148461696405,0,1
2020-05-23,0.19885599613189697,46.62554798640029,0,1
2020-05-24,0.19543099403381348,43.76552794371523,0,1
2020-05-25,0.19732700288295746,45.74940094542221,0,1
2020-05-26,0.19397500157356262,42.869931108312,0,1
2020-05-27,0.19785700738430023,47.02816420634742,0,1
2020-05-28,0.20059500634670258,49.803280578554364,0,1
2020-05-29,0.1983480006456375,47.59937490274499,0,1
2020-05-30,0.20622000098228455,55.09629439899081,0,1
2020-05-31,0.20290599763393402,51.740251982070745,0,1
2020-06-01,0.21024900674819946,57.864576826999574,0,1
2020-06-02,0.20276400446891785,50.789235481195504,0,1
2020-06-03,0.20366300642490387,51.55541968940114,0,1
2020-06-04,0.2049819976091385,52.718553757173815,0,1
2020-06-05,0.20409199595451355,51.81455065827761,0,1
2020-06-06,0.20314200222492218,50.8129480833485,0,1
2020-06-07,0.20344899594783783,51.141630225178545,0,1
2020-06-08,0.20377099514007568,51.50765331796429,0,1
2020-06-09,0.20201300084590912,49.33460907868577,0,1
2020-06-10,0.2029380053281784,50.5175393652127,0,1
2020-06-11,0.1901800036430359,37.50948471800872,0,1
2020-06-12,0.19394299387931824,42.23420436136779,0,1
2020-06-13,0.19310599565505981,41.48291484090596,0,1
2020-06-14,0.1916169971227646,40.115775981468836,0,1
2020-06-15,0.19307400286197662,42.12570514456883,0,1
2020-06-16,0.19130699336528778,40.35663295724211,0,1
2020-06-17,0.19344300031661987,43.448298521641924,0,1
2020-06-18,0.1909569948911667,40.79766459121358,0,1
2020-06-19,0.18679000437259674,36.75054626827741,0,1
2020-06-20,0.18850000202655792,39.40693251570308,0,1
2020-06-21,0.18560999631881714,36.60856339421171,0,1
2020-06-22,0.18927200138568878,42.2087133597478,0,1
2020-06-23,0.1886799931526184,41.56936733847071,0,1
2020-06-24,0.18427200615406036,37.06720699682152,0,1
2020-06-25,0.183569997549057,36.39123126120016,0,1
2020-06-26,0.18267099559307098,35.49843305030426,0,1
2020-06-27,0.17685100436210632,30.313542120157308,0,1
2020-06-28,0.1776919960975647,31.86225977449749,0,1
2020-06-29,0.17795899510383606,32.37609832489436,0,1
2020-06-30,0.17587000131607056,30.44180830384792,0,1
2020-07-01,0.17697599530220032,32.73319395111433,0,1
2020-07-02,0.17724399268627167,33.30651225527926,0,1
2020-07-03,0.17633600533008575,32.30199303893484,0,1
2020-07-04,0.17798399925231934,36.0706767215403,0,1
2020-07-05,0.1770170032978058,34.84491256394368,0,1
2020-07-06,0.18856699764728546,54.6625384649139,0,1
2020-07-07,0.18478700518608093,49.37004134648805,0,1
2020-07-08,0.20469200611114502,67.31587529481112,0,1
2020-07-09,0.20291000604629517,65.09148768875048,0,1
2020-07-10,0.1986519992351532,59.990451337732246,0,1
2020-07-11,0.20119699835777283,61.91173453542904,0,1
2020-07-12,0.20053799450397491,61.09363025417577,0,1
2020-07-13,0.1985750049352646,58.60925817788571,0,1
2020-07-14,0.19880899786949158,58.82420554478383,0,1
2020-07-15,0.19711099565029144,56.53002145775889,0,1
2020-07-16,0.19404800236225128,52.54870511716356,0,1
2020-07-17,0.19428099691867828,52.82090102469356,0,1
2020-07-18,0.19934099912643433,58.401726532331374,0,1
2020-07-19,0.19913500547409058,58.10041493323862,0,1
2020-07-20,0.19506500661373138,52.353186998812646,0,1
2020-07-21,0.19898800551891327,56.7900084468122,0,1
2020-07-22,0.203342005610466,61.117598425048975,0,1
2020-07-23,0.20757800340652466,64.81018651785587,0,1
2020-07-24,0.2040490061044693,59.72168271176996,0,1
2020-07-25,0.21410199999809265,67.54015715679097,0,1
2020-07-26,0.21498200297355652,68.123461568913,0,1
2020-07-27,0.22367200255393982,73.23781478708608,0,1
2020-07-28,0.23027700185775757,76.34445036960442,0,1
2020-07-29,0.24309900403022766,80.96410744512654,0,1
2020-07-30,0.24452200531959534,81.39828152572677,0,1
2020-07-31,0.25890401005744934,85.09776351086997,0,1
2020-08-01,0.2895289957523346,89.76542101758783,0,1
2020-08-02,0.28706198930740356,87.39081058619892,0,1
2020-08-03,0.30994001030921936,90.02587367293202,0,1
2020-08-04,0.3004930019378662,82.37098890120095,0,1
2020-08-05,0.30331099033355713,82.83972157359622,0,1
2020-08-06,0.3035840094089508,82.88719569475478,0,1
2020-08-07,0.2946639955043793,75.53467598202718,0,1
2020-08-08,0.29402199387550354,75.01888394636686,0,1
2020-08-09,0.2886529862880707,70.6725641196282,0,1
2020-08-10,0.29465898871421814,72.58594129732279,0,1
2020-08-11,0.2844490110874176,64.84128611259194,0,1
2020-08-12,0.2849299907684326,65.0305748131412,0,1
2020-08-13,0.2978070080280304,69.72936892657309,0,1
2020-08-14,0.300370991230011,70.57711873957743,0,1
2020-08-15,0.2996610105037689,69.9925786677474,0,1
2020-08-16,0.30349200963974,71.3704693718805,0,1
2020-08-17,0.3147670030593872,75.00777608120234,0,1
2020-08-18,0.3033069968223572,65.85028332323458,0,1
2020-08-19,0.29024600982666016,57.26876835682774,0,1
2020-08-20,0.2925730049610138,58.31115851978517,0,1
2020-08-21,0.2806819975376129,51.40974287846155,0,1
2020-08-22,0.286545991897583,54.28330703530613,0,1
2020-08-23,0.28538599610328674,53.60792692341846,0,1
2020-08-24,0.28921499848365784,55.57284469662285,0,1
2020-08-25,0.2779270112514496,48.98585678872227,0,1
2020-08-26,0.2774910032749176,48.74551928416235,0,1
2020-08-27,0.26451098918914795,42.120201793734026,0,1
2020-08-28,0.2720459997653961,46.6530865377853,0,1
2020-08-29,0.27449700236320496,48.07753761288889,0,1
2020-08-30,0.28303399682044983,52.80452568647325,0,1
2020-08-31,0.28176599740982056,52.046610836769126,0,1
2020-09-01,0.2956959903240204,59.007575141126196,0,1
2020-09-02,0.27646100521087646,48.53148309646602,0,1
2020-09-03,0.24658000469207764,37.41780509314658,0,1
2020-09-04,0.25588300824165344,41.88022949910056,0,1
2020-09-05,0.2376919984817505,36.412698543078555,0,1
2020-09-06,0.24073100090026855,37.87194575529876,0,1
2020-09-07,0.24217399954795837,38.592553750271854,0,1
2020-09-08,0.23675300180912018,36.86274921701143,0,1
2020-09-09,0.2396090030670166,38.428550844668166,0,1
2020-09-10,0.2435300052165985,40.606333711553305,0,1
2020-09-11,0.24329200387001038,40.51266532597126,0,1
2020-09-12,0.24781399965286255,43.19386948852605,0,1
2020-09-13,0.24180099368095398,40.57502145553646,0,1
2020-09-14,0.2463269978761673,43.35876303077072,0,1
2020-09-15,0.2438499927520752,42.19381823399844,0,1
2020-09-16,0.24784700572490692,44.7723833323407,0,1
2020-09-17,0.25219398736953735,47.51446494594411,0,1
2020-09-18,0.2507070004940033,46.66100686818016,0,1
2020-09-19,0.2517159879207611,47.35204365959352,0,1
2020-09-20,0.24674299359321594,44.30534584760076,0,1
2020-09-21,0.232137992978096,36.813826383391174,0,1
2020-09-22,0.23341700434684753,37.80562252623734,0,1
2020-09-23,0.22165699303150177,32.720126181612756,0,1
2020-09-24,0.23301799595355988,40.97993927487587,0,1
2020-09-25,0.24180500209331512,46.45527422634258,0,1
2020-09-26,0.24236899614334106,46.796443554355044,0,1
2020-09-27,0.2432519942522049,47.361931254143606,0,1
2020-09-28,0.24205100536346436,46.63588116178724,0,1
2020-09-29,0.24313899874687195,47.42222294069242,0,1
2020-09-30,0.2423110008239746,46.85635101383722,0,1
2020-10-01,0.23836100101470947,44.14979251255204,0,1
2020-10-02,0.23420199751853943,41.435841457661276,0,1
2020-10-03,0.2335049957036972,40.981181066245625,0,1
2020-10-04,0.2485020011663437,52.94504895838728,0,1
2020-10-05,0.25089600682258606,54.52963152645118,0,1
2020-10-06,0.2458599954843521,50.66453934009135,0,1
2020-10-07,0.24904100596904755,52.9338754222088,0,1
2020-10-08,0.2516149878501892,54.747740453792865,0,1
2020-10-10,0.25429001450538635,56.61887348594754,0,1
2020-10-11,0.25571900606155396,57.626829519206645,0,1
2020-10-14,0.2494480013847351,51.92505695107976,0,1
2020-10-15,0.24593999981880188,49.00410151045934,0,1
2020-10-16,0.24044300615787506,44.7555133534277,0,1
2020-10-17,0.24093100428581238,45.20965760457366,0,1
2020-10-18,0.24222500622272491,46.46636187640224,0,1
2020-10-19,0.24596400558948517,50.03268154470725,0,1
2020-10-20,0.24357299506664276,47.837972014561814,0,1
2020-10-21,0.2516149878501892,54.98957302845556,0,1
2020-10-22,0.25680699944496155,58.90677276923584,0,1
2020-10-23,0.2548789978027344,56.925581130531,0,1
2020-10-24,0.2564310133457184,58.14589805363939,0,1
2020-10-25,0.25321298837661743,54.68641889557512,0,1
2020-10-26,0.2486879974603653,50.16661664834244,0,1
2020-10-27,0.2528989911079407,53.97860273709323,0,1
2020-10-28,0.24586500227451324,47.44935670613779,0,1
2020-10-29,0.24229499697685242,44.5068330867488,0,1
2020-10-30,0.23918400704860687,42.059100141485374,0,1
2020-10-31,0.23974399268627167,42.67029544839437,0,1
2020-11-01,0.23979699611663818,42.731872590728166,0,1
2020-11-02,0.23542100191116333,39.00677765691802,0,1
2020-11-03,0.23950999975204468,43.92574312250659,0,1
2020-11-04,0.2377929985523224,42.38015717978597,0,1
2020-11-05,0.2457759976387024,51.01099278179677,0,1
2020-11-06,0.25844499468803406,60.99604353930936,0,1
2020-11-07,0.24958199262619019,52.87640238578231,0,1
2020-11-08,0.2539390027523041,55.97874656082536,0,1
2020-11-09,0.25074800848960876,53.215547273132145,0,1
2020-11-10,0.25391098856925964,55.557318215178995,0,1
2020-11-11,0.2562589943408966,57.26729657613036,0,1
2020-11-12,0.25490298867225647,55.92893356952002,0,1
2020-11-13,0.265190988779068,62.99505564313147,0,1
2020-11-14,0.268341988325119,64.85375265722033,0,1
2020-11-15,0.2696419954299927,65.62098057886678,0,1
2020-11-16,0.2855199873447418,73.2901923897912,0,1
2020-11-17,0.30240800976753235,78.72610197039793,0,1
2020-11-18,0.29422199726104736,71.16561197618374,0,1
2020-11-19,0.30376601219177246,74.26833158594609,0,1
2020-11-20,0.32806798815727234,80.13107953763098,0,1
2020-11-21,0.4583440124988556,91.41860522703615,0,1
2020-11-22,0.44369998574256897,85.5361975336928,0,1
2020-11-23,0.6139799952507019,91.99020749320988,0,1
2020-11-24,0.6921030282974243,93.43711851412647,0,1
2020-11-25,0.6354830265045166,81.89108881173702,0,1
2020-11-26,0.5330190062522888,65.99735425687301,0,1
2020-11-27,0.5592679977416992,67.72547877609317,0,1
2020-11-28,0.6256219744682312,71.64815659964401,0,1
2020-11-29,0.6062459945678711,69.01049324428398,0,1
2020-11-30,0.6643369793891907,72.30266222955862,0,1
2020-12-01,0.6129230260848999,65.65467670026548,0,1
2020-12-02,0.6298930048942566,66.74165626408393,0,1
2020-12-03,0.6314830183982849,66.84752650537476,0,1
2020-12-04,0.5572620034217834,57.62600547403271,0,1
2020-12-05,0.5844209790229797,59.810738739733296,0,1
2020-12-06,0.6198509931564331,62.525184352302325,0,1
2020-12-07,0.6089339852333069,61.15456461020197,0,1
2020-12-08,0.5588359832763672,55.177033898232914,0,1
2020-12-09,0.5835899710655212,57.39309812904521,0,1
2020-12-10,0.572953999042511,56.1094833205136,0,1
2020-12-11,0.5464829802513123,52.93621987635287,0,1
2020-12-12,0.506401002407074,48.466552937228144,0,1
2020-12-13,0.51146399974823,49.051740154862934,0,1
2020-12-14,0.49771198630332947,47.47481109838285,0,1
2020-12-15,0.46970999240875244,44.34842043981139,0,1
2020-12-16,0.5686280131340027,55.497428928914935,0,1
2020-12-17,0.5766770243644714,56.26521033754389,0,1
2020-12-18,0.5842800140380859,57.0195210759432,0,1
2020-12-19,0.5791630148887634,56.31553016399802,0,1
2020-12-20,0.5560579895973206,53.126002226896496,0,1
2020-12-21,0.5169439911842346,48.15389896468049,0,1
2020-12-22,0.4484480023384094,40.92970741294271,0,1
2020-12-23,0.25860199332237244,28.27038352575144,-1,0
2020-12-24,0.33781901001930237,37.02331205662473,0,0
2020-12-25,0.3180910050868988,35.85005266331096,0,0
2020-12-26,0.29471299052238464,34.45657497734567,0,0
2020-12-27,0.28303900361061096,33.75107963495677,0,0
2020-12-28,0.2479580044746399,31.653668677646408,0,0
2020-12-29,0.22096200287342072,30.103343596396527,0,0
2020-12-30,0.21182799339294434,29.575533128688875,0,0
2020-12-31,0.2198459953069687,30.723784047738704,0,0
2021-01-01,0.23744399845600128,33.294515411302854,0,0
2021-01-02,0.2216549962759018,32.14206488856496,0,0
2021-01-03,0.2258480042219162,32.80722751002874,0,0
2021-01-04,0.23667700588703156,34.590490942510044,0,0
2021-01-05,0.22675000131130219,33.70734599883518,0,0
2021-01-06,0.2508949935436249,37.86281786745969,0,0
2021-01-07,0.32600200176239014,48.646417650793445,0,0
2021-01-08,0.32322999835014343,48.313163426739244,0,0
2021-01-09,0.32691600918769836,48.81528927977086,0,0
2021-01-10,0.31833600997924805,47.65476485735372,0,0
2021-01-11,0.28890499472618103,43.80752051702354,0,0
2021-01-12,0.2921229898929596,44.336668881660295,0,0
2021-01-13,0.3055799901485443,46.60120011823934,0,0
2021-01-14,0.2954379916191101,45.11164109959479,0,0
2021-01-15,0.28040599822998047,42.921782467683755,0,0
