Date,0
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-29,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-09,
2019-12-10,
2019-12-11,99863.31053630567
2019-12-12,100030.3831615638
2019-12-13,98420.42323211022
2019-12-16,101047.99890611351
2019-12-17,99559.54844735326
2019-12-18,98936.82110088556
2019-12-19,98040.71482702922
2019-12-20,96643.38488350806
2019-12-23,95382.75019757167
2019-12-24,93620.90342975142
2019-12-26,93723.36488633453
2019-12-27,93386.70501702846
2019-12-30,90459.22206612643
2019-12-31,91571.66871435834
2020-01-02,93430.62105822879
2020-01-03,92215.71295341376
2020-01-06,91586.30367227137
2020-01-07,94543.05653899949
2020-01-08,98948.92150699618
2020-01-09,98465.88413990666
2020-01-10,98552.85179229337
2020-01-13,99524.03849943327
2020-01-14,100234.3111904542
2020-01-15,103454.39909005705
2020-01-16,102219.29242554738
2020-01-17,102013.4431844528
2020-01-21,100440.16043154875
2020-01-22,100998.9037013274
2020-01-23,101881.116337153
2020-01-24,104601.27663842453
2020-01-27,104468.94979112473
2020-01-28,98955.10679478687
2020-01-29,97155.92230083449
2020-01-30,97079.37478111926
2020-01-31,95280.66865701384
2020-02-03,101799.40287949565
2020-02-04,103202.65079367498
2020-02-05,99822.09236450732
2020-02-06,100153.77232946281
2020-02-07,100600.25897497273
2020-02-10,102271.39887645801
2020-02-11,101901.45001798439
2020-02-12,102054.5353247359
2020-02-13,103317.45747422942
2020-02-14,104427.30404965032
2020-02-18,105141.68268246621
2020-02-19,108739.10466335599
2020-02-20,109325.91707355175
2020-02-21,106506.66170312739
2020-02-24,102322.42731204184
2020-02-25,98291.27822770781
2020-02-26,97704.45608483313
2020-02-27,101174.31184310277
2020-02-28,106302.55769347094
2020-03-02,102909.2397222376
2020-03-03,100574.73989084133
2020-03-04,101110.53359813218
2020-03-05,97360.02631049088
2020-03-06,93239.57016437595
2020-03-09,83850.56186856485
2020-03-10,81924.2895218393
2020-03-11,76076.03640323768
2020-03-12,65268.9515781253
2020-03-13,70386.17479981724
2020-03-16,50282.80150927906
2020-03-17,54498.41685352599
2020-03-18,48126.25727128837
2020-03-19,48735.45040130468
2020-03-20,46408.33283055337
2020-03-23,48747.63221888413
2020-03-24,56423.469375309396
2020-03-25,63831.25541946485
2020-03-26,68266.18066233963
2020-03-27,71543.63802862847
2020-03-30,73770.15523656044
2020-03-31,70256.0147288375
2020-04-01,62785.11032602337
2020-04-02,61537.72365542581
2020-04-03,58640.568672616035
2020-04-06,67627.1107627307
2020-04-07,67479.57475016813
2020-04-08,76506.35858603641
2020-04-09,79416.92407305728
2020-04-13,79698.59071053153
2020-04-14,83709.00685558737
2020-04-15,82327.49467663831
2020-04-16,87773.07525060789
2020-04-17,82000.14197014949
2020-04-20,81959.87508268622
2020-04-21,77047.11511626143
2020-04-22,81825.64359046225
2020-04-23,82980.00882154919
2020-04-24,83235.04097616297
2020-04-27,85302.15987274154
2020-04-28,82886.04933719634
2020-04-29,88282.02731440387
2020-04-30,87436.39195522816
2020-05-01,84563.90458693713
2020-05-04,85490.07884144722
2020-05-05,89516.93656123306
2020-05-06,91409.55195771651
2020-05-07,100161.25067522141
2020-05-08,102080.71749055754
2020-05-11,100537.08861263284
2020-05-12,100953.19343750752
2020-05-13,99047.15233159774
2020-05-14,104966.62032745915
2020-05-15,107731.73274278671
2020-05-18,112604.23094215612
2020-05-19,116454.20360194302
2020-05-20,120553.98069552574
2020-05-21,119745.77669084317
2020-05-22,119745.77669084317
2020-05-26,118717.16360401243
2020-05-27,119055.13167066746
2020-05-28,116997.90549700601
2020-05-29,119143.30651456853
2020-06-01,121553.20964175063
2020-06-02,129311.92324253608
2020-06-03,123478.19036612318
2020-06-04,117772.17425118708
2020-06-05,120739.30140177414
2020-06-08,120323.10115120313
2020-06-09,120202.26254232378
2020-06-10,123397.63812231312
2020-06-11,115583.7426914806
2020-06-12,116429.58222414332
2020-06-15,122175.87446098443
2020-06-16,127197.16577404217
2020-06-17,130271.70274515216
2020-06-18,128606.89149970385
2020-06-19,128227.37449187503
2020-06-22,136393.7198224751
2020-06-23,137087.33433181085
2020-06-24,132022.62444746032
2020-06-25,137126.5940233337
2020-06-26,136498.41898964407
2020-06-29,135687.01542107767
2020-06-30,137335.99235767167
2020-07-01,151679.44876597187
2020-07-02,148394.5847848455
2020-07-06,155697.18694795683
2020-07-07,164373.92823767805
2020-07-08,174516.43789844075
2020-07-09,169333.9389548596
2020-07-10,167580.27283575875
2020-07-13,155278.40026394304
2020-07-14,158667.95342757623
2020-07-15,159924.31347961765
