Date,Close,trend_aroon_up,trend_aroon_down,aroon_signal,aroon_position
2016-04-25,13.59000015258789,64.0,12.0,0,1
2016-04-26,14.180000305175781,60.0,8.0,0,1
2016-04-27,14.6899995803833,56.00000000000001,4.0,0,1
2016-04-28,15.350000381469727,52.0,4.0,0,1
2016-04-29,14.890000343322754,48.0,76.0,0,1
2016-05-02,14.0,44.0,72.0,0,1
2016-05-03,13.449999809265137,40.0,68.0,0,1
2016-05-04,13.390000343322754,36.0,64.0,0,1
2016-05-05,13.050000190734863,32.0,100.0,0,1
2016-05-06,10.220000267028809,28.000000000000004,100.0,-1,0
2016-05-09,9.850000381469727,24.0,100.0,0,0
2016-05-10,10.0,20.0,96.0,0,0
2016-05-11,9.680000305175781,16.0,100.0,0,0
2016-05-12,9.279999732971191,12.0,100.0,0,0
2016-05-13,9.359999656677246,8.0,96.0,0,0
2016-05-16,9.15999984741211,4.0,100.0,0,0
2016-05-17,9.180000305175781,48.0,96.0,0,0
2016-05-18,9.399999618530273,44.0,92.0,0,0
2016-05-19,9.600000381469727,40.0,88.0,0,0
2016-05-20,9.390000343322754,36.0,84.0,0,0
2016-05-23,9.460000038146973,32.0,80.0,0,0
2016-05-24,10.140000343322754,28.000000000000004,76.0,0,0
2016-05-25,10.0,24.0,72.0,0,0
2016-05-26,9.75,20.0,68.0,0,0
2016-05-27,9.630000114440918,16.0,64.0,0,0
2016-05-31,9.529999732971191,12.0,60.0,0,0
2016-06-01,9.600000381469727,8.0,56.00000000000001,0,0
2016-06-02,9.649999618530273,4.0,52.0,0,0
2016-06-03,9.460000038146973,4.0,48.0,0,0
2016-06-06,9.510000228881836,4.0,44.0,0,0
2016-06-07,9.569999694824219,4.0,40.0,0,0
2016-06-08,9.550000190734863,4.0,36.0,0,0
2016-06-09,9.34000015258789,4.0,32.0,0,0
2016-06-10,9.140000343322754,4.0,100.0,0,0
2016-06-13,8.920000076293945,48.0,100.0,0,0
2016-06-14,8.890000343322754,44.0,100.0,0,0
2016-06-15,9.0600004196167,40.0,96.0,0,0
2016-06-16,9.050000190734863,36.0,92.0,0,0
2016-06-17,9.039999961853027,32.0,88.0,0,0
2016-06-20,9.199999809265137,28.000000000000004,84.0,0,0
2016-06-21,9.350000381469727,24.0,80.0,0,0
2016-06-22,8.779999732971191,20.0,100.0,0,0
2016-06-23,9.130000114440918,16.0,96.0,0,0
2016-06-24,8.770000457763672,12.0,100.0,0,0
2016-06-27,8.619999885559082,8.0,100.0,0,0
2016-06-28,8.899999618530273,4.0,96.0,0,0
2016-06-29,9.300000190734863,4.0,92.0,0,0
2016-06-30,9.050000190734863,4.0,88.0,0,0
2016-07-01,9.270000457763672,16.0,84.0,0,0
2016-07-05,8.9399995803833,12.0,80.0,0,0
2016-07-06,9.0,8.0,76.0,0,0
2016-07-07,9.079999923706055,4.0,72.0,0,0
2016-07-08,9.300000190734863,12.0,68.0,0,0
2016-07-11,9.239999771118164,8.0,64.0,0,0
2016-07-12,9.399999618530273,4.0,60.0,0,0
2016-07-13,9.289999961853027,4.0,56.00000000000001,0,0
2016-07-14,9.369999885559082,92.0,52.0,0,0
2016-07-15,9.170000076293945,88.0,48.0,0,0
2016-07-18,9.270000457763672,84.0,44.0,0,0
2016-07-19,9.350000381469727,80.0,40.0,0,0
2016-07-20,9.579999923706055,100.0,36.0,0,0
2016-07-21,9.460000038146973,96.0,32.0,0,0
2016-07-22,9.729999542236328,100.0,28.000000000000004,1,1
2016-07-25,9.850000381469727,100.0,24.0,0,1
2016-07-26,10.100000381469727,100.0,20.0,0,1
2016-07-27,10.130000114440918,100.0,16.0,0,1
2016-07-28,10.119999885559082,96.0,12.0,0,1
2016-07-29,10.069999694824219,92.0,8.0,0,1
2016-08-01,10.1899995803833,100.0,4.0,0,1
2016-08-02,10.050000190734863,96.0,4.0,0,1
2016-08-03,10.4399995803833,100.0,16.0,0,1
2016-08-04,11.319999694824219,100.0,12.0,0,1
2016-08-05,11.149999618530273,96.0,8.0,0,1
2016-08-08,11.260000228881836,92.0,4.0,0,1
2016-08-09,11.300000190734863,88.0,4.0,0,1
2016-08-10,11.069999694824219,84.0,4.0,0,1
2016-08-11,11.369999885559082,100.0,24.0,0,1
2016-08-12,11.65999984741211,100.0,20.0,0,1
2016-08-15,11.479999542236328,96.0,16.0,0,1
2016-08-16,11.640000343322754,92.0,12.0,0,1
2016-08-17,11.399999618530273,88.0,8.0,0,1
2016-08-18,11.75,100.0,4.0,0,1
2016-08-19,11.800000190734863,100.0,4.0,0,1
2016-08-22,11.819999694824219,100.0,4.0,0,1
2016-08-23,12.390000343322754,100.0,8.0,0,1
2016-08-24,12.15999984741211,96.0,4.0,0,1
2016-08-25,12.3100004196167,92.0,4.0,0,1
2016-08-26,12.039999961853027,88.0,4.0,0,1
2016-08-29,12.010000228881836,84.0,24.0,0,1
2016-08-30,12.069999694824219,80.0,20.0,0,1
2016-08-31,12.1899995803833,76.0,16.0,0,1
2016-09-01,12.0,72.0,12.0,0,1
2016-09-02,12.050000190734863,68.0,8.0,0,1
2016-09-06,11.829999923706055,64.0,4.0,0,1
2016-09-07,11.930000305175781,60.0,4.0,0,1
2016-09-08,11.779999732971191,56.00000000000001,20.0,0,1
2016-09-09,11.270000457763672,52.0,16.0,0,1
2016-09-12,11.329999923706055,48.0,12.0,0,1
2016-09-13,11.229999542236328,44.0,8.0,0,1
2016-09-14,11.279999732971191,40.0,4.0,0,1
2016-09-15,11.380000114440918,36.0,92.0,0,1
2016-09-16,11.369999885559082,32.0,88.0,0,1
2016-09-19,11.550000190734863,28.000000000000004,84.0,-1,0
2016-09-20,11.65999984741211,24.0,80.0,0,0
2016-09-21,11.899999618530273,20.0,76.0,0,0
2016-09-22,11.680000305175781,16.0,72.0,0,0
2016-09-23,11.829999923706055,12.0,68.0,0,0
2016-09-26,11.550000190734863,8.0,64.0,0,0
2016-09-27,11.779999732971191,4.0,60.0,0,0
2016-09-28,11.829999923706055,8.0,56.00000000000001,0,0
2016-09-29,11.640000343322754,4.0,52.0,0,0
2016-09-30,11.65999984741211,16.0,48.0,0,0
2016-10-03,11.670000076293945,12.0,44.0,0,0
2016-10-04,11.630000114440918,8.0,40.0,0,0
2016-10-05,11.6899995803833,4.0,36.0,0,0
2016-10-06,11.520000457763672,8.0,32.0,0,0
2016-10-07,11.479999542236328,4.0,28.000000000000004,0,0
2016-10-10,11.470000267028809,8.0,24.0,0,0
2016-10-11,11.180000305175781,4.0,100.0,0,0
2016-10-12,11.270000457763672,40.0,96.0,0,0
2016-10-13,11.1899995803833,36.0,92.0,0,0
2016-10-14,11.119999885559082,32.0,100.0,0,0
2016-10-17,10.930000305175781,28.000000000000004,100.0,0,0
2016-10-18,11.34000015258789,24.0,96.0,0,0
2016-10-19,11.300000190734863,20.0,92.0,0,0
2016-10-20,11.1899995803833,16.0,88.0,0,0
2016-10-21,11.319999694824219,12.0,84.0,0,0
2016-10-24,11.350000381469727,8.0,80.0,0,0
2016-10-25,11.069999694824219,4.0,76.0,0,0
2016-10-26,11.210000038146973,8.0,72.0,0,0
2016-10-27,11.149999618530273,4.0,68.0,0,0
2016-10-28,11.140000343322754,12.0,64.0,0,0
2016-10-31,11.199999809265137,8.0,60.0,0,0
2016-11-01,11.069999694824219,4.0,56.00000000000001,0,0
2016-11-02,11.779999732971191,100.0,52.0,0,0
2016-11-03,11.989999771118164,100.0,48.0,0,0
2016-11-04,12.180000305175781,100.0,44.0,0,0
2016-11-07,12.220000267028809,100.0,40.0,0,0
2016-11-08,12.34000015258789,100.0,36.0,0,0
2016-11-09,12.0,96.0,32.0,0,0
2016-11-10,11.649999618530273,92.0,28.000000000000004,1,1
2016-11-11,11.880000114440918,88.0,24.0,0,1
2016-11-14,12.350000381469727,100.0,20.0,0,1
2016-11-15,12.029999732971191,96.0,16.0,0,1
2016-11-16,12.039999961853027,92.0,12.0,0,1
2016-11-17,12.220000267028809,88.0,8.0,0,1
2016-11-18,12.15999984741211,84.0,4.0,0,1
2016-11-21,12.220000267028809,80.0,24.0,0,1
2016-11-22,12.460000038146973,100.0,20.0,0,1
2016-11-23,12.430000305175781,96.0,16.0,0,1
2016-11-25,12.75,100.0,12.0,0,1
2016-11-28,12.529999732971191,96.0,8.0,0,1
2016-11-29,12.460000038146973,92.0,4.0,0,1
2016-11-30,12.9399995803833,100.0,20.0,0,1
2016-12-01,12.710000038146973,96.0,16.0,0,1
2016-12-02,13.0600004196167,100.0,12.0,0,1
2016-12-05,13.199999809265137,100.0,8.0,0,1
2016-12-06,13.270000457763672,100.0,4.0,0,1
2016-12-07,14.119999885559082,100.0,28.000000000000004,0,1
2016-12-08,13.9399995803833,96.0,24.0,0,1
2016-12-09,13.890000343322754,92.0,20.0,0,1
2016-12-12,13.850000381469727,88.0,16.0,0,1
2016-12-13,14.069999694824219,84.0,12.0,0,1
2016-12-14,13.829999923706055,80.0,8.0,0,1
2016-12-15,14.130000114440918,100.0,4.0,0,1
2016-12-16,14.380000114440918,100.0,4.0,0,1
2016-12-19,14.359999656677246,96.0,8.0,0,1
2016-12-20,14.479999542236328,100.0,4.0,0,1
2016-12-21,14.380000114440918,96.0,4.0,0,1
2016-12-22,14.050000190734863,92.0,8.0,0,1
2016-12-23,14.069999694824219,88.0,4.0,0,1
2016-12-27,14.0,84.0,4.0,0,1
2016-12-28,13.949999809265137,80.0,8.0,0,1
2016-12-29,13.729999542236328,76.0,4.0,0,1
2016-12-30,13.630000114440918,72.0,12.0,0,1
2017-01-03,13.8100004196167,68.0,8.0,0,1
2017-01-04,14.25,64.0,4.0,0,1
2017-01-05,14.5600004196167,100.0,8.0,0,1
2017-01-06,15.0,100.0,4.0,0,1
2017-01-09,15.0600004196167,100.0,4.0,0,1
2017-01-10,14.90999984741211,96.0,4.0,0,1
2017-01-11,14.899999618530273,92.0,4.0,0,1
2017-01-12,14.739999771118164,88.0,68.0,0,1
2017-01-13,14.75,84.0,64.0,0,1
2017-01-17,14.6899995803833,80.0,60.0,0,1
2017-01-18,14.640000343322754,76.0,56.00000000000001,0,1
2017-01-19,14.729999542236328,72.0,52.0,0,1
2017-01-20,14.890000343322754,68.0,48.0,0,1
2017-01-23,14.609999656677246,64.0,44.0,0,1
2017-01-24,14.65999984741211,60.0,40.0,0,1
2017-01-25,14.600000381469727,56.00000000000001,36.0,0,1
2017-01-26,14.40999984741211,52.0,32.0,0,1
2017-01-27,14.529999732971191,48.0,28.000000000000004,0,1
2017-01-30,14.449999809265137,44.0,24.0,0,1
2017-01-31,14.619999885559082,40.0,20.0,0,1
2017-02-01,14.359999656677246,36.0,16.0,0,1
2017-02-02,14.359999656677246,32.0,12.0,0,1
2017-02-03,14.279999732971191,28.000000000000004,8.0,0,1
2017-02-06,14.399999618530273,24.0,4.0,0,1
2017-02-07,14.399999618530273,20.0,4.0,0,1
2017-02-08,14.470000267028809,16.0,4.0,0,1
2017-02-09,14.729999542236328,12.0,84.0,-1,0
2017-02-10,14.609999656677246,8.0,80.0,0,0
2017-02-13,14.5,4.0,76.0,0,0
2017-02-14,14.329999923706055,4.0,72.0,0,0
2017-02-15,14.3100004196167,4.0,68.0,0,0
2017-02-16,13.890000343322754,24.0,100.0,0,0
2017-02-17,14.470000267028809,20.0,96.0,0,0
2017-02-21,14.630000114440918,16.0,92.0,0,0
2017-02-22,15.039999961853027,100.0,88.0,0,0
2017-02-23,17.149999618530273,100.0,84.0,0,0
2017-02-24,17.43000030517578,100.0,80.0,0,0
2017-02-27,17.93000030517578,100.0,76.0,0,0
2017-02-28,17.31999969482422,96.0,72.0,0,0
2017-03-01,17.219999313354492,92.0,68.0,0,0
2017-03-02,16.989999771118164,88.0,64.0,0,0
2017-03-03,16.889999389648438,84.0,60.0,0,0
2017-03-06,16.860000610351562,80.0,56.00000000000001,0,0
2017-03-07,16.760000228881836,76.0,52.0,0,0
2017-03-08,16.829999923706055,72.0,48.0,0,0
2017-03-09,17.06999969482422,68.0,44.0,0,0
2017-03-10,16.90999984741211,64.0,40.0,0,0
2017-03-13,16.93000030517578,60.0,36.0,0,0
2017-03-14,16.770000457763672,56.00000000000001,32.0,0,0
2017-03-15,16.950000762939453,52.0,28.000000000000004,0,0
2017-03-16,17.209999084472656,48.0,24.0,0,0
2017-03-17,17.280000686645508,44.0,20.0,0,0
2017-03-20,17.239999771118164,40.0,16.0,0,0
2017-03-21,16.510000228881836,36.0,12.0,0,0
2017-03-22,16.40999984741211,32.0,8.0,0,0
2017-03-23,16.610000610351562,28.000000000000004,4.0,0,0
2017-03-24,16.59000015258789,24.0,4.0,0,0
2017-03-27,17.25,20.0,4.0,0,0
2017-03-28,17.229999542236328,16.0,4.0,0,0
2017-03-29,17.219999313354492,12.0,80.0,0,0
2017-03-30,17.31999969482422,8.0,76.0,0,0
2017-03-31,17.280000686645508,4.0,72.0,0,0
2017-04-03,17.030000686645508,4.0,68.0,0,0
2017-04-04,17.040000915527344,88.0,64.0,0,0
2017-04-05,16.75,84.0,60.0,0,0
2017-04-06,17.0,80.0,56.00000000000001,0,0
2017-04-07,16.690000534057617,76.0,52.0,0,0
2017-04-10,16.989999771118164,72.0,48.0,0,0
2017-04-11,16.920000076293945,68.0,44.0,0,0
2017-04-12,17.299999237060547,64.0,40.0,0,0
2017-04-13,16.920000076293945,60.0,36.0,0,0
2017-04-17,17.079999923706055,56.00000000000001,32.0,0,0
2017-04-18,16.979999542236328,52.0,28.000000000000004,0,0
2017-04-19,17.200000762939453,48.0,24.0,0,0
2017-04-20,17.709999084472656,100.0,20.0,1,1
2017-04-21,17.489999771118164,96.0,16.0,0,1
2017-04-24,17.850000381469727,100.0,12.0,0,1
2017-04-25,18.219999313354492,100.0,8.0,0,1
2017-04-26,18.079999923706055,96.0,4.0,0,1
2017-04-27,18.229999542236328,100.0,8.0,0,1
2017-04-28,18.239999771118164,100.0,4.0,0,1
2017-05-01,18.610000610351562,100.0,40.0,0,1
2017-05-02,18.809999465942383,100.0,36.0,0,1
2017-05-03,18.280000686645508,96.0,32.0,0,1
2017-05-04,19.899999618530273,100.0,28.000000000000004,0,1
2017-05-05,19.780000686645508,96.0,24.0,0,1
2017-05-08,19.559999465942383,92.0,20.0,0,1
2017-05-09,19.799999237060547,88.0,16.0,0,1
2017-05-10,19.950000762939453,100.0,12.0,0,1
2017-05-11,19.709999084472656,96.0,8.0,0,1
2017-05-12,20.079999923706055,100.0,4.0,0,1
2017-05-15,20.25,100.0,8.0,0,1
2017-05-16,20.34000015258789,100.0,4.0,0,1
2017-05-17,19.559999465942383,96.0,8.0,0,1
2017-05-18,19.68000030517578,92.0,4.0,0,1
2017-05-19,19.90999984741211,88.0,8.0,0,1
2017-05-22,20.950000762939453,100.0,4.0,0,1
2017-05-23,21.639999389648438,100.0,4.0,0,1
2017-05-24,21.920000076293945,100.0,8.0,0,1
2017-05-25,22.329999923706055,100.0,4.0,0,1
2017-05-26,22.329999923706055,96.0,4.0,0,1
2017-05-30,22.739999771118164,100.0,8.0,0,1
2017-05-31,22.989999771118164,100.0,4.0,0,1
2017-06-01,23.229999542236328,100.0,4.0,0,1
2017-06-02,23.200000762939453,96.0,4.0,0,1
2017-06-05,23.389999389648438,100.0,12.0,0,1
2017-06-06,24.209999084472656,100.0,8.0,0,1
2017-06-07,24.290000915527344,100.0,4.0,0,1
2017-06-08,24.780000686645508,100.0,12.0,0,1
2017-06-09,23.030000686645508,96.0,8.0,0,1
2017-06-12,23.600000381469727,92.0,4.0,0,1
2017-06-13,23.479999542236328,88.0,28.000000000000004,0,1
2017-06-14,23.469999313354492,84.0,24.0,0,1
2017-06-15,23.989999771118164,80.0,20.0,0,1
2017-06-16,23.559999465942383,76.0,16.0,0,1
2017-06-19,24.200000762939453,72.0,12.0,0,1
2017-06-20,23.850000381469727,68.0,8.0,0,1
2017-06-21,24.15999984741211,64.0,4.0,0,1
2017-06-22,24.280000686645508,60.0,4.0,0,1
2017-06-23,24.170000076293945,56.00000000000001,4.0,0,1
2017-06-26,23.93000030517578,52.0,4.0,0,1
2017-06-27,23.31999969482422,48.0,4.0,0,1
2017-06-28,24.299999237060547,44.0,4.0,0,1
2017-06-29,23.399999618530273,40.0,4.0,0,1
2017-06-30,23.459999084472656,36.0,4.0,0,1
2017-07-03,22.829999923706055,32.0,4.0,0,1
2017-07-05,23.760000228881836,28.000000000000004,96.0,-1,0
2017-07-06,23.219999313354492,24.0,92.0,0,0
2017-07-07,23.59000015258789,20.0,88.0,0,0
2017-07-10,23.940000534057617,16.0,84.0,0,0
2017-07-11,25.440000534057617,100.0,80.0,0,0
2017-07-12,26.209999084472656,100.0,76.0,0,0
2017-07-13,25.979999542236328,96.0,72.0,0,0
2017-07-14,26.329999923706055,100.0,68.0,0,0
2017-07-17,26.190000534057617,96.0,64.0,0,0
2017-07-18,26.59000015258789,100.0,60.0,0,0
2017-07-19,26.360000610351562,96.0,56.00000000000001,0,0
2017-07-20,26.389999389648438,92.0,52.0,0,0
2017-07-21,26.850000381469727,100.0,48.0,0,0
2017-07-24,26.75,96.0,44.0,0,0
2017-07-25,26.889999389648438,100.0,40.0,0,0
2017-07-26,27.309999465942383,100.0,36.0,0,0
2017-07-27,25.920000076293945,96.0,32.0,0,0
2017-07-28,26.200000762939453,92.0,28.000000000000004,1,1
2017-07-31,26.350000381469727,88.0,24.0,0,1
2017-08-01,26.809999465942383,84.0,20.0,0,1
2017-08-02,26.459999084472656,80.0,16.0,0,1
2017-08-03,25.219999313354492,76.0,12.0,0,1
2017-08-04,25.209999084472656,72.0,8.0,0,1
2017-08-07,25.68000030517578,68.0,4.0,0,1
2017-08-08,26.020000457763672,64.0,8.0,0,1
2017-08-09,25.59000015258789,60.0,4.0,0,1
2017-08-10,24.649999618530273,56.00000000000001,4.0,0,1
2017-08-11,24.81999969482422,52.0,4.0,0,1
2017-08-14,25.200000762939453,48.0,92.0,0,1
2017-08-15,24.829999923706055,44.0,88.0,0,1
2017-08-16,24.989999771118164,40.0,84.0,0,1
2017-08-17,24.540000915527344,36.0,100.0,0,1
2017-08-18,24.829999923706055,32.0,96.0,0,1
2017-08-21,24.459999084472656,28.000000000000004,100.0,-1,0
2017-08-22,25.34000015258789,24.0,96.0,0,0
2017-08-23,25.479999542236328,20.0,92.0,0,0
2017-08-24,25.65999984741211,16.0,88.0,0,0
2017-08-25,24.989999771118164,12.0,84.0,0,0
2017-08-28,24.90999984741211,8.0,80.0,0,0
2017-08-29,25.040000915527344,4.0,76.0,0,0
2017-08-30,25.760000228881836,16.0,72.0,0,0
2017-08-31,26.110000610351562,12.0,68.0,0,0
2017-09-01,25.93000030517578,8.0,64.0,0,0
2017-09-05,25.770000457763672,4.0,60.0,0,0
2017-09-06,26.049999237060547,4.0,56.00000000000001,0,0
2017-09-07,26.299999237060547,100.0,52.0,0,0
2017-09-08,26.530000686645508,100.0,48.0,0,0
2017-09-11,27.56999969482422,100.0,44.0,0,0
2017-09-12,27.270000457763672,96.0,40.0,0,0
2017-09-13,27.489999771118164,92.0,36.0,0,0
2017-09-14,28.639999389648438,100.0,32.0,0,0
2017-09-15,28.5,96.0,28.000000000000004,1,1
2017-09-18,28.690000534057617,100.0,24.0,0,1
2017-09-19,28.559999465942383,96.0,20.0,0,1
2017-09-20,28.469999313354492,92.0,16.0,0,1
2017-09-21,28.399999618530273,88.0,12.0,0,1
2017-09-22,28.75,100.0,8.0,0,1
2017-09-25,27.450000762939453,96.0,4.0,0,1
2017-09-26,27.610000610351562,92.0,20.0,0,1
2017-09-27,28.06999969482422,88.0,16.0,0,1
2017-09-28,28.489999771118164,84.0,12.0,0,1
2017-09-29,28.809999465942383,100.0,8.0,0,1
2017-10-02,29.389999389648438,100.0,4.0,0,1
2017-10-03,29.940000534057617,100.0,4.0,0,1
2017-10-04,30.149999618530273,100.0,4.0,0,1
2017-10-05,30.760000228881836,100.0,12.0,0,1
2017-10-06,30.760000228881836,96.0,8.0,0,1
2017-10-09,31.06999969482422,100.0,4.0,0,1
2017-10-10,31.31999969482422,100.0,4.0,0,1
2017-10-11,32.0,100.0,4.0,0,1
2017-10-12,32.810001373291016,100.0,4.0,0,1
2017-10-13,32.810001373291016,96.0,8.0,0,1
2017-10-16,33.220001220703125,100.0,4.0,0,1
2017-10-17,32.689998626708984,96.0,36.0,0,1
2017-10-18,32.52000045776367,92.0,32.0,0,1
2017-10-19,32.119998931884766,88.0,28.000000000000004,0,1
2017-10-20,32.5,84.0,24.0,0,1
2017-10-23,32.529998779296875,80.0,20.0,0,1
2017-10-24,32.709999084472656,76.0,16.0,0,1
2017-10-25,32.900001525878906,72.0,12.0,0,1
2017-10-26,34.11000061035156,100.0,8.0,0,1
2017-10-27,35.20000076293945,100.0,4.0,0,1
2017-10-30,35.75,100.0,4.0,0,1
2017-10-31,37.189998626708984,100.0,4.0,0,1
2017-11-01,36.470001220703125,96.0,4.0,0,1
2017-11-02,36.06999969482422,92.0,4.0,0,1
2017-11-03,36.88999938964844,88.0,4.0,0,1
2017-11-06,37.18000030517578,84.0,4.0,0,1
2017-11-07,36.7599983215332,80.0,4.0,0,1
2017-11-08,36.709999084472656,76.0,4.0,0,1
2017-11-09,37.959999084472656,100.0,4.0,0,1
2017-11-10,39.209999084472656,100.0,4.0,0,1
2017-11-13,39.97999954223633,100.0,4.0,0,1
2017-11-14,39.7400016784668,96.0,4.0,0,1
2017-11-15,40.65999984741211,100.0,24.0,0,1
2017-11-16,41.900001525878906,100.0,20.0,0,1
2017-11-17,44.18000030517578,100.0,16.0,0,1
2017-11-20,45.209999084472656,100.0,12.0,0,1
2017-11-21,48.060001373291016,100.0,8.0,0,1
2017-11-22,48.810001373291016,100.0,4.0,0,1
2017-11-24,48.86000061035156,100.0,4.0,0,1
2017-11-27,41.02000045776367,96.0,4.0,0,1
2017-11-28,42.54999923706055,92.0,4.0,0,1
2017-11-29,39.130001068115234,88.0,4.0,0,1
2017-11-30,39.220001220703125,84.0,4.0,0,1
2017-12-01,38.220001220703125,80.0,4.0,0,1
2017-12-04,36.869998931884766,76.0,4.0,0,1
2017-12-05,37.599998474121094,72.0,12.0,0,1
2017-12-06,37.61000061035156,68.0,8.0,0,1
2017-12-07,38.72999954223633,64.0,4.0,0,1
2017-12-08,38.09000015258789,60.0,16.0,0,1
2017-12-11,38.29999923706055,56.00000000000001,12.0,0,1
2017-12-12,38.08000183105469,52.0,8.0,0,1
2017-12-13,36.189998626708984,48.0,100.0,0,1
2017-12-14,37.0099983215332,44.0,96.0,0,1
2017-12-15,37.029998779296875,40.0,92.0,0,1
2017-12-18,37.75,36.0,88.0,0,1
2017-12-19,36.91999816894531,32.0,84.0,0,1
2017-12-20,35.65999984741211,28.000000000000004,100.0,-1,0
2017-12-21,35.869998931884766,24.0,96.0,0,0
2017-12-22,35.13999938964844,20.0,100.0,0,0
2017-12-26,35.04999923706055,16.0,100.0,0,0
2017-12-27,35.75,12.0,96.0,0,0
2017-12-28,35.130001068115234,8.0,92.0,0,0
2017-12-29,34.66999816894531,4.0,100.0,0,0
2018-01-02,36.16999816894531,8.0,96.0,0,0
2018-01-03,37.310001373291016,4.0,92.0,0,0
2018-01-04,38.099998474121094,8.0,88.0,0,0
2018-01-05,41.13999938964844,100.0,84.0,0,0
2018-01-08,40.7599983215332,96.0,80.0,0,0
2018-01-09,40.880001068115234,92.0,76.0,0,0
2018-01-10,40.84000015258789,88.0,72.0,0,0
2018-01-11,42.29999923706055,100.0,68.0,0,0
2018-01-12,41.25,96.0,64.0,0,0
2018-01-16,39.31999969482422,92.0,60.0,0,0
2018-01-17,40.060001373291016,88.0,56.00000000000001,0,0
2018-01-18,40.27000045776367,84.0,52.0,0,0
2018-01-19,42.560001373291016,100.0,48.0,0,0
2018-01-22,45.290000915527344,100.0,44.0,0,0
2018-01-23,45.0099983215332,96.0,40.0,0,0
2018-01-24,44.31999969482422,92.0,36.0,0,0
2018-01-25,45.119998931884766,88.0,32.0,0,0
2018-01-26,45.970001220703125,100.0,28.000000000000004,1,1
2018-01-29,45.43000030517578,96.0,24.0,0,1
2018-01-30,45.52000045776367,92.0,20.0,0,1
2018-01-31,46.90999984741211,100.0,16.0,0,1
2018-02-01,44.45000076293945,96.0,12.0,0,1
2018-02-02,43.61000061035156,92.0,8.0,0,1
2018-02-05,41.02000045776367,88.0,4.0,0,1
2018-02-06,41.61000061035156,84.0,4.0,0,1
2018-02-07,41.66999816894531,80.0,4.0,0,1
2018-02-08,39.5,76.0,4.0,0,1
2018-02-09,39.56999969482422,72.0,28.000000000000004,0,1
2018-02-12,39.91999816894531,68.0,24.0,0,1
2018-02-13,42.11000061035156,64.0,20.0,0,1
2018-02-14,41.849998474121094,60.0,16.0,0,1
2018-02-15,44.290000915527344,56.00000000000001,12.0,0,1
2018-02-16,44.11000061035156,52.0,8.0,0,1
2018-02-20,44.93000030517578,48.0,4.0,0,1
2018-02-21,44.099998474121094,44.0,68.0,0,1
2018-02-22,44.900001525878906,40.0,64.0,0,1
2018-02-23,44.86000061035156,36.0,60.0,0,1
2018-02-26,46.54999923706055,32.0,56.00000000000001,0,1
2018-02-27,45.90999984741211,28.000000000000004,52.0,0,1
2018-02-28,46.04999923706055,24.0,48.0,0,1
2018-03-01,46.0099983215332,20.0,44.0,0,1
2018-03-02,46.02000045776367,16.0,40.0,0,1
2018-03-05,50.41999816894531,100.0,36.0,0,1
2018-03-06,49.599998474121094,96.0,32.0,0,1
2018-03-07,50.720001220703125,100.0,28.000000000000004,0,1
2018-03-08,52.25,100.0,24.0,0,1
2018-03-09,52.4900016784668,100.0,20.0,0,1
2018-03-12,53.189998626708984,100.0,16.0,0,1
2018-03-13,51.83000183105469,96.0,12.0,0,1
2018-03-14,54.61000061035156,100.0,8.0,0,1
2018-03-15,54.84000015258789,100.0,4.0,0,1
2018-03-16,54.88999938964844,100.0,4.0,0,1
2018-03-19,54.58000183105469,96.0,4.0,0,1
2018-03-20,57.689998626708984,100.0,8.0,0,1
2018-03-21,57.09000015258789,96.0,4.0,0,1
2018-03-22,55.15999984741211,92.0,16.0,0,1
2018-03-23,51.66999816894531,88.0,12.0,0,1
2018-03-26,53.54999923706055,84.0,8.0,0,1
2018-03-27,51.060001373291016,80.0,4.0,0,1
2018-03-28,47.38999938964844,76.0,8.0,0,1
2018-03-29,49.20000076293945,72.0,4.0,0,1
2018-04-02,47.68000030517578,68.0,8.0,0,1
2018-04-03,47.58000183105469,64.0,4.0,0,1
2018-04-04,47.66999816894531,60.0,8.0,0,1
2018-04-05,48.02000045776367,56.00000000000001,4.0,0,1
2018-04-06,45.869998931884766,52.0,100.0,0,1
2018-04-09,45.88999938964844,48.0,96.0,0,1
2018-04-10,47.79999923706055,44.0,92.0,0,1
2018-04-11,47.7599983215332,40.0,88.0,0,1
2018-04-12,49.689998626708984,36.0,84.0,0,1
2018-04-13,47.5,32.0,80.0,0,1
2018-04-16,47.029998779296875,28.000000000000004,76.0,-1,0
2018-04-17,49.130001068115234,24.0,72.0,0,0
2018-04-18,51.380001068115234,20.0,68.0,0,0
2018-04-19,50.630001068115234,16.0,64.0,0,0
2018-04-20,51.459999084472656,12.0,60.0,0,0
2018-04-23,50.349998474121094,8.0,56.00000000000001,0,0
2018-04-24,46.0099983215332,4.0,52.0,0,0
2018-04-25,44.75,4.0,100.0,0,0
2018-04-26,46.7400016784668,4.0,96.0,0,0
2018-04-27,47.56999969482422,8.0,92.0,0,0
2018-04-30,47.34000015258789,4.0,88.0,0,0
2018-05-01,48.20000076293945,72.0,84.0,0,0
2018-05-02,48.65999984741211,68.0,80.0,0,0
2018-05-03,49.209999084472656,64.0,76.0,0,0
2018-05-04,49.099998474121094,60.0,72.0,0,0
2018-05-07,51.119998931884766,56.00000000000001,68.0,0,0
2018-05-08,53.31999969482422,100.0,64.0,0,0
