Date,Close,trend_aroon_up,trend_aroon_down,aroon_signal,aroon_position,macd,signal,macd_signal,macd_position,RSI,rsi_signal,rsi_position
2019-12-02,66.87999725341797,92.0,28.000000000000004,0,1,1.7869338342031682,1.520106230120035,0,1,56.626396507601285,0,0
2019-12-03,67.04000091552734,88.0,24.0,0,1,1.6555969902009906,1.5472043821362262,0,1,57.14940076909872,0,0
2019-12-04,67.77999877929688,84.0,20.0,0,1,1.5928617198994175,1.5563358496888646,0,1,59.57708700521561,0,0
2019-12-05,67.13999938964844,80.0,16.0,0,1,1.4745038021709576,1.5399694401852833,-1,0,56.59090631388983,0,0
2019-12-06,67.9800033569336,76.0,12.0,0,1,1.431978641202221,1.518371280388671,0,0,59.4628535266702,0,0
2019-12-09,67.05999755859375,72.0,8.0,0,1,1.3089515865448789,1.476487341619913,0,0,55.15855370145114,0,0
2019-12-10,65.83999633789062,68.0,4.0,0,1,1.1003240066114444,1.4012546746182193,0,0,49.990806113274985,0,0
2019-12-11,65.75,64.0,4.0,0,1,0.91715085000439,1.3044339096954536,0,0,49.621482214738144,0,0
2019-12-12,65.86000061035156,60.0,20.0,0,1,0.7719622335453806,1.197939574465439,0,0,50.106675359507975,0,0
2019-12-13,64.80000305175781,56.00000000000001,16.0,0,1,0.5648549683002528,1.0713226532324018,0,0,45.55377547253135,0,0
2019-12-16,66.52999877929688,52.0,12.0,0,1,0.5341597049255569,0.9638900635710328,0,0,53.05164296036237,0,0
2019-12-17,65.55000305175781,48.0,8.0,0,1,0.4258471219659157,0.8562814752500094,0,0,48.940153745220506,0,0
2019-12-18,65.13999938964844,44.0,4.0,0,1,0.3034270326758133,0.7457105867351702,0,0,47.28892222542687,0,0
2019-12-19,64.55000305175781,40.0,4.0,0,1,0.1569907644524022,0.6279666222786167,0,0,44.939211741073,0,0
2019-12-20,63.630001068115234,36.0,100.0,0,1,-0.0329180456935915,0.495789688684175,0,0,41.478230167860765,0,0
2019-12-23,62.79999923706055,32.0,100.0,0,1,-0.2475428373656854,0.3471231834742029,0,0,38.590669485668215,0,0
2019-12-24,63.959999084472656,28.000000000000004,96.0,-1,0,-0.3203395628153203,0.2136306342162983,0,0,44.41483085041365,0,0
2019-12-26,64.02999877929688,24.0,92.0,0,0,-0.3681394197734704,0.0972766234183446,0,0,44.75532710626106,0,0
2019-12-27,63.79999923706055,20.0,88.0,0,0,-0.4197416709615424,-0.0061270354576328,0,0,43.805814623651735,0,0
2019-12-30,61.79999923706055,16.0,100.0,0,0,-0.6149315638187431,-0.1278879411298548,0,0,36.54519153148275,0,0
2019-12-31,62.560001373291016,12.0,96.0,0,0,-0.7002233999042176,-0.2423550328847274,0,0,40.57583792044312,0,0
2020-01-02,63.83000183105469,8.0,92.0,0,0,-0.6577571563330125,-0.3254354575743844,0,0,46.671782081368384,0,0
2020-01-03,63.0,4.0,88.0,0,0,-0.6832010471082768,-0.3969885754811629,0,0,43.52898520740563,0,0
2020-01-06,62.56999969482422,4.0,84.0,0,0,-0.7296519710959828,-0.4635212546041269,0,0,41.95283487500301,0,0
2020-01-07,64.58999633789062,20.0,80.0,0,0,-0.5965906896326629,-0.4901351416098342,0,0,50.93983359049376,0,0
2020-01-08,67.5999984741211,16.0,76.0,0,0,-0.245427513064584,-0.4411936159007842,1,1,60.703057791703465,0,0
2020-01-09,67.93000030517578,12.0,72.0,0,0,0.0588221589525375,-0.3411904609301199,0,1,61.605191641956274,0,0
